V356 Aql  2429018.00    620.   13.00 0.15    1
V356 Aql  2429082.00    684.   13.00 0.15    1
V356 Aql  2429146.00    748.   13.60 0.15    1
V356 Aql  2429866.00   1468.   13.50 0.15    1
V528 Aql  2431693.25      0.25  6.94 0.15    1
V528 Aql  2431696.25      3.25  6.92 0.15    1
V528 Aql  2431697.25      4.25  7.30 0.15    1
V528 Aql  2431698.25      5.25  7.20 0.15    1
V528 Aql  2431699.25      6.25  8.08 0.15    1
V528 Aql  2431699.75      6.75  7.50 0.09    3
V528 Aql  2431700.25      7.25  7.66 0.15    1
V528 Aql  2431700.75      7.75  7.72 0.07    5
V528 Aql  2431701.25      8.25  8.25 0.15    1
V528 Aql  2431701.75      8.75  7.97 0.14    6
V528 Aql  2431702.25      9.25  7.95 0.15    1
V528 Aql  2431702.75      9.75  7.87 0.10    9
V528 Aql  2431703.25     10.25  7.86 0.15    1
V528 Aql  2431703.75     10.75  8.08 0.08    4
V528 Aql  2431704.75     11.75  8.10 0.09    7
V528 Aql  2431706.00     13.    8.36 0.07   15
V528 Aql  2431708.00     15.    8.78 0.10   12
V528 Aql  2431710.00     17.    8.59 0.09    8
V528 Aql  2431712.00     19.    8.72 0.11   11
V528 Aql  2431714.00     21.    9.02 0.12    7
V528 Aql  2431716.00     23.    9.13 0.08    4
V528 Aql  2431718.00     25.    9.17 0.09    6
V528 Aql  2431720.00     27.    9.20 0.10    6
V528 Aql  2431722.00     29.    9.20 0.11    6
V528 Aql  2431724.00     31.    9.49 0.07    7
V528 Aql  2431726.00     33.    9.80 0.15    4
V528 Aql  2431728.00     35.    9.76 0.15    3
V528 Aql  2431730.00     37.    9.50 0.17    3
V528 Aql  2431732.00     39.    9.92 0.13    6
V528 Aql  2431734.00     41.    9.85 0.11    2
V528 Aql  2431736.00     43.   10.80 0.14    2
V528 Aql  2431738.00     45.   10.31 0.12    7
V528 Aql  2431740.00     47.   10.25 0.11    2
V528 Aql  2431742.00     49.   10.65 0.11    2
V528 Aql  2431744.00     51.   10.40 0.15    1
V528 Aql  2431746.00     53.   10.90 0.15    1
V528 Aql  2431750.00     57.   11.20 0.19    3
V528 Aql  2431756.00     63.   11.10 0.15    1
V528 Aql  2431758.00     65.   11.25 0.18    2
V528 Aql  2431760.00     67.   11.38 0.08    4
V528 Aql  2431762.00     69.   11.40 0.15    1
V528 Aql  2431764.00     71.   11.60 0.15    1
V528 Aql  2431767.00     74.   10.95 0.11    2
V528 Aql  2431771.00     78.   11.60 0.15    1
V528 Aql  2431783.00     90.   11.67 0.10    3
V528 Aql  2431787.00     94.   11.93 0.09    3
V528 Aql  2431791.00     98.   11.77 0.09    3
V528 Aql  2431795.00    102.   11.85 0.11    2
V528 Aql  2431803.00    110.   12.00 0.15    1
V528 Aql  2431811.00    118.   12.20 0.15    1
V528 Aql  2431815.00    122.   12.00 0.15    1
V528 Aql  2431889.00    196.   13.00 0.15    1
V528 Aql  2431905.00    212.   13.10 0.15    1
V603 Aql  2421748.75      0.75 11.30 0.15    1
V603 Aql  2421750.75      2.75 10.50 0.15    1
V603 Aql  2421752.75      4.75  6.60 0.21    3
V603 Aql  2421753.25      5.25  1.04 0.04   47
V603 Aql  2421753.75      5.75  0.67 0.05   48
V603 Aql  2421754.25      6.25 -0.03 0.07   52
V603 Aql  2421754.75      6.75 -0.50 0.07   54
V603 Aql  2421755.25      7.25  0.18 0.04   40
V603 Aql  2421755.75      7.75  0.18 0.04   30
V603 Aql  2421756.25      8.25  0.39 0.03   46
V603 Aql  2421756.75      8.75  0.53 0.04   37
V603 Aql  2421757.25      9.25  0.70 0.02   44
V603 Aql  2421757.75      9.75  0.77 0.03   48
V603 Aql  2421758.25     10.25  0.90 0.09    3
V603 Aql  2421758.75     10.75  1.10 0.09    3
V603 Aql  2421759.25     11.25  0.95 0.11    2
V603 Aql  2421759.75     11.75  1.24 0.06    7
V603 Aql  2421760.5      12.5   1.58 0.09   10
